ztfname,ra,dec,coord_source,iau_name,ztfname,z,t0,x0,x1,c,mwebv,mwr_v,z_err,t0_err,x0_err,x1_err,c_err,mwebv_err,mwr_v_err,cov_t_x0,cov_t_x1,cov_t_c,cov_x0_x1,cov_x0_c,cov_x1_c,fitprob,lccoverage_flag,fitquality_flag,frac_fitted,peak_mag_ztfg,peak_mag_ztfr,phot_version
ZTF20aakhpmp,350.455457,3.828344,fritz,2020khr,ZTF20aakhpmp,0.03092473,59014.267275170394,0.00036059859625820655,-0.006051081612109344,1.1999999999991657,0.059141549981537325,3.1,0.0,1.060756205173675,1.8504628109845464e-05,0.21822030311457613,0.017916840367379838,0.0,0.0,-1.6049300349156927e-05,-0.03898028193547706,-5.832861488157948e-11,-7.062654133985833e-07,-1.6671182046949454e-15,-1.063226681046893e-11,2.17456001970223e-15,0.0,0.0,100.0,18.628676680101876,17.456627645321383,2022dec05
ZTF20aammhli,269.048749,62.757103,fritz,2020cdj,ZTF20aammhli,0.02427873,58899.72151786002,0.0016355356674094864,-2.1720570230871132,0.3673211036702507,0.034306130547769494,3.1,0.0,0.1127639940204972,6.066991437636527e-05,0.1650677615581415,0.03478719847207282,0.0,0.0,-1.2265462117814872e-07,0.005673979449704209,0.00016619205500405845,-2.7226341160748892e-06,-1.8200535499732727e-06,0.0010398036079839758,2.2673512517061668e-10,1.0,0.0,100.0,17.390442184771302,17.070262153396204,2022dec19
ZTF20aascttq,239.172403,23.263965,fritz,2020dve,ZTF20aascttq,0.04541383,58928.1135811225,0.0003794219569155099,4.949032061334624,-0.2214673287858684,0.05630648378794704,3.1,0.0,19.266633891311358,0.0007182759436038509,9.903780554478278,1.5098529456328171,0.0,0.0,-0.007351764224060429,-234.67850391745975,40.92470904278468,-0.007419907003984426,-0.0010348177335542203,-8.001530888544131,0.0,0.0,0.0,100.0,19.136588567828657,19.688677521173936,2022dec05
ZTF20aattotq,217.13333,27.408316,fritz,2020fcw,ZTF20aattotq,0.01499923,58937.19272702868,0.004154732850258714,-1.4602041018275453,0.34484863373944197,0.02062128670783318,3.1,0.0,0.3316386392216373,0.00015467248759851908,0.08418490219043484,0.034398922731704834,0.0,0.0,-5.262424844351464e-06,-0.014433130198848705,-0.0019787822838165507,-2.757921833369521e-07,-4.289050875912994e-06,-0.0002556610354526858,5.8302603362152475e-15,1.0,0.0,100.0,16.38996229865048,16.110989278551042,2022dec05
ZTF20aatzwgk,240.276132,19.450205,fritz,2020fhs,ZTF20aatzwgk,0.01437717,58949.264521681725,0.0046493465716694795,-1.008865093459846,0.30848012266571095,0.031120618960336164,3.1,0.0,0.1726047354786715,0.00018099876171461795,0.1010070745505014,0.033594842532094715,0.0,0.0,1.971766489110431e-06,-0.003595534261306649,-0.001294145383377025,-5.1267916178397995e-06,-5.01510673364637e-06,-0.00010752468888796833,5.128283813897834e-64,1.0,0.0,79.24528301886792,16.284930535546223,16.057094963415217,2022dec05
ZTF20aaurjzv,233.468498,56.691012,fritz,2020gkz,ZTF20aaurjzv,0.03957643,58953.7524141872,0.0001553939410696219,-2.6469434841010564,0.760163166123625,0.0142699984049398,3.1,0.0,0.30776771044838824,9.760044887848011e-06,0.18070914870537202,0.048710836456771545,0.0,0.0,-1.0966203029390264e-06,-0.007053534117409097,0.002921089661658308,-3.4426681258310577e-07,-4.2829130408285496e-07,0.0008043175810663033,2.6307012187563196e-10,1.0,0.0,100.0,19.76170479498713,18.993164031847755,2022dec05
ZTF20aayjyhp,273.932003,58.215327,fritz,2020jdo,ZTF20aayjyhp,0.07130965,58983.14564511602,0.00046581988708612664,-2.509970911107611,-0.002985363814292471,0.03032575831999641,3.1,0.0,0.09258973155010608,1.514621062352774e-05,0.09213818626730763,0.0309772362363342,0.0,0.0,-8.472070815684056e-08,0.0008733305369010263,8.35330490044199e-05,-1.6426017588985162e-07,-3.966218181225339e-07,-1.7706026069933748e-05,0.002556257667931196,1.0,1.0,100.0,18.91046194785376,19.00679405312084,2022dec19
ZTF20aaywban,183.475519,55.916629,fritz,2020jns,ZTF20aaywban,0.03106975,58985.60399548642,0.000326013176750794,-2.557045563309363,0.5720128672269822,0.011511861919651367,3.1,0.0,0.12658814811948105,1.2122473336066784e-05,0.18346245687066198,0.03520517163457959,0.0,0.0,-6.789352871090911e-08,0.004238540079856045,0.0003337777971423279,-2.6836626693010906e-07,-3.624660971779186e-07,-0.00013638512862228458,1.5827985699193324e-25,1.0,0.0,88.67924528301887,19.047196469169993,18.48890367965166,2022dec05
ZTF20abbzmue,170.109255,-5.457157,fritz,2020ldp,ZTF20abbzmue,0.0392,59004.707387628136,0.0009761432230193604,-4.166983262049281,0.0939308086161976,0.03530921308624259,3.1,0.0,0.3470200317169656,6.641447006204587e-05,0.743033576759917,0.07171685381167936,0.0,0.0,-8.477875471863588e-06,0.17497991018573777,0.005333052130269278,-2.199730112066835e-05,-3.7223874439585787e-06,0.011154462693489905,0.0009234192503513044,0.0,0.0,100.0,18.062640510073432,18.014153094792647,2022dec05
ZTF20abegopd,259.030953,40.786563,fritz,2020mfd,ZTF20abegopd,0.049871,59014.28784207383,0.00014620454371685364,-3.019932616260383,0.8252979704113057,0.025261426302806676,3.1,0.0,0.137002466883132,5.238026656149896e-06,0.1137892093447388,0.03039802125354074,0.0,0.0,-1.6540439344627107e-07,-0.0029299380315527404,0.0007119843057170214,-2.252948378548384e-10,-1.412076200543346e-07,-0.00018642564107615656,2.4899237493883827e-50,1.0,0.0,98.34983498349835,19.79501770282522,18.946061082553,2022dec05
ZTF20abhvnzc,228.188024,41.233687,fritz,2020nln,ZTF20abhvnzc,0.02784495,59029.037839667224,0.0008820748323593031,-3.2093358361219777,0.36118712677892295,0.015800395731094694,3.1,0.0,0.17236961914750282,4.1256664709833494e-05,0.17992975712086112,0.04285292561739401,0.0,0.0,-1.4976987763829987e-06,0.0011427869777331187,0.0007133934970699173,-2.272553467994018e-06,-1.5125270163516331e-06,0.0012420274515808295,1.0748011010633764e-18,1.0,0.0,100.0,18.06083590262879,17.725027159763865,2022dec05
ZTF20abjapav,241.847242,13.892683,fritz,2020nta,ZTF20abjapav,0.03373047,59035.446653301056,0.00016078408743750954,-2.653746682594718,0.8776475698950236,0.03377399554135208,3.1,0.0,0.24703693821720663,1.1476027976562185e-05,0.24134385281901438,0.05572601532873123,0.0,0.0,-5.2234558976473e-07,0.0055654188783055645,0.0011135795683553835,-1.0425026096985324e-06,-5.811707213241341e-07,0.0031553018151650927,8.500865312965516e-10,1.0,0.0,100.0,19.66668196919549,18.76943387660066,2022dec05
ZTF20abmddts,21.434143,2.436232,fritz,2020pwu,ZTF20abmddts,0.05971527,59054.33122143324,0.0001692490491778591,-3.076605825220585,0.47083996469455747,0.02431048022763861,3.1,0.0,0.20165779045419185,7.971133582584632e-06,0.2273917626869444,0.04285472965403164,0.0,0.0,1.2634092747375347e-07,-9.996595740152896e-05,-0.0008678693151332732,-2.922068547713233e-07,-2.941439137746636e-07,2.6842674766239833e-05,8.637451021904674e-05,1.0,0.0,100.0,19.80432401697785,19.347542939401492,2022dec05
ZTF20abrjmgi,197.657419,36.628823,fritz,2020qxp,ZTF20abrjmgi,0.00363998,59086.632260398044,0.02315853514484828,0.6749358787640704,0.49865692146433205,0.00957726280136376,3.1,0.0,0.1174656728071568,0.009421676915042539,0.22714787751109658,0.274817248332269,0.0,0.0,-0.00025917877963198234,0.005695168942930742,0.007695477404862598,8.247942623013561e-05,-0.002644208578134856,-0.0026174821570476396,0.9997679423489741,1.0,0.0,100.0,14.458883057359401,14.059786034843114,2022dec05
ZTF20abtctgr,345.290108,23.487143,fritz,2020rlj,ZTF20abtctgr,0.03976084,59088.52789218138,0.0006897812143148685,-2.5178007003654472,0.22230173759208424,0.10784501297355857,3.1,0.0,0.07249960863919114,2.2169076374477757e-05,0.0735610698898721,0.028605980613416473,0.0,0.0,1.148534484160666e-10,0.00018312637884251563,-1.5958585691582915e-05,-7.652648379258902e-08,-5.482032387261264e-07,-0.00011777047613902206,6.122241274065996e-43,1.0,0.0,99.62406015037594,18.3902931163418,18.22722617049691,2022dec05
ZTF20abxkwca,125.132445,56.475698,fritz,,ZTF20abxkwca,0.02779677,59100.25953495656,0.0006966910301103252,-0.7342096470520347,0.16740960715769407,0.07331226786696513,3.1,0.0,0.1834157515586412,4.6740819879542814e-05,0.21788407967770157,0.04792332968449742,0.0,0.0,2.4902398398442785e-06,-0.004974307890689272,-0.002640746435694291,-5.8090663941128475e-06,-1.8418986322675464e-06,0.0014166319811733607,0.0001487120984931758,0.0,1.0,100.0,18.40736519243831,18.345170912091376,2022dec19
ZTF20abxlham,249.367988,62.94332,fritz,2020sii,ZTF20abxlham,0.06052155,59100.04817499081,0.0005876346405113748,-1.7062430623507805,0.08551606594187605,0.029416320860283902,3.1,0.0,0.24131338702864014,2.0909996551277154e-05,0.24932913942344104,0.03276972842131046,0.0,0.0,1.2062991465698538e-06,0.022512584392465448,0.0002233397833282188,-3.542382083095955e-07,-5.367165382764889e-07,0.0003548747963859406,0.9286813308429116,1.0,1.0,100.0,18.62419996382617,18.63468865782898,2022dec05
ZTF20abzettb,61.850237,30.28871,fritz,2020szq,ZTF20abzettb,0.01855283,59106.12119982884,0.0007863463071491678,-2.793254446793727,0.989827975115002,0.5414600907253273,3.1,0.0,0.4289483640968683,5.222984955865275e-05,0.23082608287343986,0.050600026338324666,0.0,0.0,-7.355249006472903e-06,-0.0183260862799246,-1.223320440357552e-05,-1.0405668441894208e-06,-2.3283841168724274e-06,0.000965424190293582,5.011480338773767e-25,0.0,0.0,100.0,17.8861799588693,16.863730397249384,2022dec05
ZTF20acbakkg,279.050671,77.149931,fritz,2020ttf,ZTF20acbakkg,0.03966769,59118.18869126144,0.00037942082820661364,-3.0760513249184376,0.5909068766985633,0.07295508293411858,3.1,0.0,0.1391725614957977,1.548274430166735e-05,0.20679677333096635,0.03664564495148459,0.0,0.0,5.4422560220715963e-08,0.00014816887890173498,0.00016247657571980147,-9.198369646825791e-07,-4.981793906708881e-07,0.0015434229549077427,1.425102423776624e-22,1.0,0.0,100.0,18.87233534426577,18.281114262602244,2022dec05
ZTF20accoccp,331.26325,-9.024275,fritz,2020txx,ZTF20accoccp,0.0639352,59123.4781895958,0.0006404166044402888,-2.386720397429454,0.015320103644946053,0.027678380272329134,3.1,0.0,0.13741827061676304,2.5296315374064005e-05,0.15577546501915895,0.03528479167380883,0.0,0.0,-8.269243710207787e-07,0.005175726022671412,0.0003607056566293483,-1.4279073695487305e-06,-7.527557219005128e-07,0.000976705902849736,0.9729963429454999,1.0,1.0,100.0,18.557779372389977,18.635343047592862,2022dec05
ZTF20acduffd,37.838195,43.464762,fritz,2020uea,ZTF20acduffd,0.01954352,59126.206831167976,0.0007799350138213653,-3.698978834093076,0.6810676634430903,0.0718223589280185,3.1,0.0,0.22643606776182423,0.0006076108068858206,0.2495135045571153,0.4945763568022663,0.0,0.0,-1.3449460314836112e-05,0.004674367554950237,0.012156458743392927,-1.5631947746163487e-05,-0.00032800677453973675,0.012882690076781651,0.04039637079262944,1.0,0.0,100.0,18.0457055506416,17.339945285572984,2022dec05
ZTF20acgkuay,270.744709,52.1151,fritz,2020vae,ZTF20acgkuay,0.04845686,59133.210281344545,0.0005035304575749629,-2.4038112691524343,0.29082646064603596,0.042396163850370316,3.1,0.0,0.767619622653001,5.1165703718515415e-05,0.9230612902570556,0.16988037919952734,0.0,0.0,-8.48291833991313e-06,-0.0027904519670471466,0.002318928546567636,-1.678492714031513e-05,-5.676234412010148e-06,-0.003621508692987442,0.999922481596231,0.0,0.0,100.0,18.702650957528242,18.46398730783993,2022dec05
ZTF20acgyulx,256.233503,21.007407,fritz,2020vbu,ZTF20acgyulx,0.05506872,59133.22218305854,0.0003837809245319178,-4.071928041637648,0.269996654086336,0.05385968471105986,3.1,0.0,0.21629063928048708,1.5660536199183195e-05,0.30618088421014433,0.03798780123157912,0.0,0.0,-6.166982134559678e-07,0.006070806406191376,0.00026626561399855253,-1.0747394660598626e-06,-4.907784557514684e-07,0.0011530750485105503,0.28519419933552326,1.0,0.0,100.0,19.00197207074138,18.752149659086058,2022dec05
ZTF20aciigcw,14.709354,12.940049,fritz,2020vzp,ZTF20aciigcw,0.04215177,59139.807676669734,0.00044794056917702075,-3.5634202345921984,0.3067973436602009,0.06130819470715941,3.1,0.0,0.2241781284865283,1.9296372853698274e-05,0.3615517882543611,0.04464397550823093,0.0,0.0,-1.0470062503016543e-07,0.021207776544707978,0.0006811106622067503,-1.2203501909136558e-06,-6.970674110472298e-07,0.0012059554829754913,1.7957723678280236e-09,1.0,0.0,100.0,18.81954201682934,18.538122016987845,2022dec05
ZTF20acimjmc,40.476516,46.669963,fritz,2020vzj,ZTF20acimjmc,0.03256253,59138.99609029251,0.00027673682081712854,-2.916492188713446,0.6698996871440497,0.164360764057594,3.1,0.0,0.2774589820437541,1.4852485051951173e-05,0.3413459424715468,0.05023218732404394,0.0,0.0,-5.343719789979144e-07,0.009387611861288302,0.001660819349826109,-6.255349858446518e-07,-6.453244297252186e-07,0.0001843960049709195,2.7960015130369272e-14,1.0,0.0,100.0,19.177999482012176,18.502671263766494,2022dec05
ZTF20acmuzkw,96.158338,-23.733062,fritz,2018fhx,ZTF20acmuzkw,0.0232661,58398.658734706405,0.0009236471080457726,0.6203299196529865,-0.3999999404690711,0.047944605710389825,3.1,0.0,1.7431256523595948,5.9015601582904466e-05,0.5922492160347583,0.013240408224334366,0.0,0.0,-2.3892396366474863e-05,-0.6347954586918556,9.321101209020433e-09,-1.585681785842189e-05,-1.1670813458430944e-12,3.451654619580529e-10,0.0003849670653667901,0.0,0.0,94.73684210526316,18.32789142424781,18.948559743460937,2022dec05
ZTF20acnrphs,269.992416,68.497954,fritz,2020yig,ZTF20acnrphs,0.03187141,59155.99046644228,0.0007618367387168738,-4.185646648861099,0.3783714060408674,0.05101047204262242,3.1,0.0,0.2647804503540101,3.320438369221093e-05,0.6818967431101868,0.043261207276448915,0.0,0.0,-2.4239033604915305e-07,0.047786826791660006,0.0016870858939615414,-5.519938496234947e-06,-1.2035263015375673e-06,0.006764095605958254,0.5737133541870569,1.0,0.0,100.0,18.209637795810007,17.833637903531123,2022dec05
ZTF20acnznol,156.798707,10.02489,fritz,2020yje,ZTF20acnznol,0.03236156,59155.214952596194,0.0004041446218120064,-2.830756655050884,0.5453668855531049,0.03256439866146623,3.1,0.0,0.3390144895747653,2.4084527056464182e-05,0.3012716646722118,0.05131221532379465,0.0,0.0,1.210809592500067e-06,-0.04125479138798512,-0.0014975799933905868,-2.3438120540085976e-06,-1.097814027507157e-06,0.002963647968822744,1.3696116403151725e-13,1.0,0.0,100.0,18.82565835182114,18.290836642212703,2022dec05
ZTF20acquetr,165.797431,41.706481,fritz,2020zsp,ZTF20acquetr,0.0307913,59175.44140157684,0.0007381258360112789,-2.34961608460411,0.3990149555282134,0.008915018348820657,3.1,0.0,0.15355582692063763,2.8374421507169076e-05,0.21422928974214095,0.0370599770620548,0.0,0.0,-3.4542690431919466e-07,0.011136386059829606,0.0002709601732472779,-1.4302927159609867e-06,-8.730482958074688e-07,0.0007106381152607732,3.7874347582744925e-16,1.0,0.0,100.0,18.239657722688612,17.87981808958749,2022dec05
ZTF20acrheie,81.313147,-8.626019,fritz,2020aarw,ZTF20acrheie,0.04943086,59178.99097821957,0.0008532763366062113,-3.2847099892011724,0.25823647996459637,0.1453479254486209,3.1,0.0,0.1361008546919038,3.258342679645656e-05,0.17684464036328396,0.03800831400500429,0.0,0.0,1.6335114915679742e-07,0.005075972971625397,-0.0005623330884744809,-1.412276367522742e-06,-1.0300540422076061e-06,0.0009132099796591836,1.7710371187787658e-05,1.0,0.0,100.0,18.141763428921468,17.921607979305197,2022dec05
ZTF20acuoacn,123.85227,-6.957706,fritz,2020abmg,ZTF20acuoacn,0.04679237,59191.369551107106,0.0006403290025187168,-0.5277175013019304,0.2198278774158266,0.08505695781929473,3.1,0.0,0.23666219138613087,2.740708839391601e-05,0.22982706422347407,0.039422845697543216,0.0,0.0,-5.351717082160317e-07,0.004931972267109864,0.0007599441618101524,-8.693060081727933e-07,-9.275222726626894e-07,-0.00025758059455637525,0.7691118661502285,1.0,1.0,100.0,18.4769968649364,18.360034466622867,2022dec05
ZTF20acuosvy,187.209421,-1.944161,fritz,2020abgq,ZTF20acuosvy,0.00773535,59190.612324702,0.0016063604920114652,-2.4039455256061615,1.0340280215122601,0.021768332458058124,3.1,0.0,0.20224768218031386,8.467702891981458e-05,0.14956517758790477,0.04639763975413591,0.0,0.0,7.523372053399316e-06,-0.006589795930962307,-0.00363783380964256,-2.9330565951061545e-06,-3.4970420967366107e-06,0.00023382252005449303,3.7560689000838255e-05,1.0,0.0,100.0,17.088807980490284,16.028539492026493,2022dec05
ZTF20acvbrbv,24.102286,22.049792,fritz,2020abpe,ZTF20acvbrbv,0.04717255,59192.99030668463,0.0003965566813112656,-2.606099852453526,0.2914533665236618,0.06625518030035543,3.1,0.0,0.2586395313956018,1.793506747453259e-05,0.20714102685173996,0.041747302300910755,0.0,0.0,-4.2266862442434577e-07,-0.010661715335333988,7.328967490206461e-05,-3.8291415353866707e-07,-6.200555066441379e-07,-0.0008757030513773024,3.7165642577297114e-08,1.0,0.0,100.0,18.961143268885017,18.71742731547575,2022dec05
ZTF20acwgnxk,0.757988,53.891358,fritz,2020acfh,ZTF20acwgnxk,0.0398,59197.971473485966,0.0008562075468640737,-2.7165753902468186,0.0760174800453633,0.2571896450015677,3.1,0.0,0.20765092415967956,3.7455939578263974e-05,0.19528880253769088,0.041490297972790045,0.0,0.0,4.5354133783357545e-07,-0.00304352567915794,-0.0006964614416087112,-1.3509831317657222e-06,-1.3133048484208115e-06,0.0003260399693859728,1.5194943048691523e-06,1.0,1.0,97.61904761904762,18.216663340569543,18.21747052091465,2022dec05
ZTF20acwpbgv,131.58836,-12.656003,fritz,2020acbx,ZTF20acwpbgv,0.04857876,59194.55034578845,0.00025186411688212114,-3.0217483835092214,0.29931219544485194,0.03679620364424334,3.1,0.0,0.410476313525578,1.4571902181146053e-05,0.33706666962751464,0.05562881072692813,0.0,0.0,-9.446308853396783e-08,-0.02655606368185163,-0.00041569390236731766,-5.801516241336344e-07,-6.55924396045461e-07,-0.0010424427177792785,5.2234063507583566e-05,1.0,0.0,100.0,19.449439296240033,19.18793899499268,2022dec05
ZTF20acwvluw,145.308885,26.088591,fritz,2020acoo,ZTF20acwvluw,0.04413337,59201.30195050312,0.0013305255855040352,-2.639505009099224,-0.30666194880879727,0.016631479331310144,3.1,0.0,4.831713129387936,0.0006934719400549941,8.789480980996501,0.8154614315443813,0.0,0.0,1.963718164425582e-05,88.5266905134514,0.03760344207670512,0.00016664999277719324,-0.0002730493072004701,0.08133842705800624,0.0,0.0,0.0,100.0,17.88845686946356,18.338277854383445,2022dec05
ZTF20acymtbr,9.472941,-21.472027,fritz,2020aclx,ZTF20acymtbr,0.06107559,59199.05917144884,0.00017526053580996207,-4.999999999954608,0.4424826014275392,0.017636837582816346,3.1,0.0,0.5923759055913251,2.8012800111466057e-05,0.8980047916228053,0.13570189891688011,0.0,0.0,-2.362553112886821e-06,2.5011458533830398e-09,0.015071609194781005,-1.6250535317621334e-14,-3.5100369811010185e-06,-1.1720841697623323e-10,0.2591646747022936,0.0,0.0,100.0,19.774088796790412,19.308139381095735,2022dec05
